,Final Return,Volatility,Max Drawdown,Sharpe Ratio
TSLA,14.07892888450226,0.6718152841934385,-0.7363221744219122,1.12433772940916
AAPL,3.4400235834041415,0.316786226154497,-0.3142727027657841,0.9403559645675312
GOOGL,2.776196973261194,0.32498873796073274,-0.443200524460427,0.7926660571156742
MSFT,2.7435926554313848,0.30497211086141524,-0.371484765094069,0.8162414011365022
AMZN,2.3117897726130865,0.3596394526733661,-0.5614526325328255,0.6469211338998383
