Ticker,Final Return,Volatility,Max Drawdown,Sharpe Ratio
TSLA,14.07892888450226,0.6718152841934389,-0.7363221744219122,1.1243377294091605
AAPL,3.440023583404132,0.31678635086742857,-0.3142727206343375,0.9403557135245658
GOOGL,2.7761963512907073,0.3249887465321503,-0.4432005244604272,0.7926659058141733
MSFT,2.7435926554313967,0.3049721821713882,-0.37148482266707433,0.8162412796696089
AMZN,2.3117897726130865,0.3596394526733666,-0.5614526325328256,0.6469211338998387
