Date,close,sma_10,ema_10,sma_20,ema_20,sma_50,ema_50,sma_100,ema_100,sma_200,ema_200,rsi,macd,macd_signal,macd_hist,bb_sma,bb_upper,bb_lower,daily_return,cumulative_return,volatility_10,volatility_20,momentum_3,momentum_7,momentum_14,lag_1,lag_2,lag_3,lag_4,lag_5,daily_return_scaled,rsi_scaled,macd_hist_scaled,volatility_20_scaled,momentum_3_scaled,momentum_7_scaled,momentum_14_scaled,is_anomaly_iso,zscore_return,is_anomaly_return,is_anomaly_rsi,is_anomaly_volatility,is_anomaly,is_anomaly_combined
2020-01-02,94.90049743652344,,94.90049743652344,,94.90049743652344,,94.90049743652344,,94.90049743652344,,94.90049743652344,,0.0,0.0,0.0,,,,,,,,,,,,,,,,-0.04075218688390584,-3.124798064080532,-0.017135229106527556,-1.988082559450539,-0.07192884256568285,-0.11160406960252235,-0.16214590327302905,False,-0.04075218688390584,False,False,False,False,False
2020-01-03,93.74849700927734,,94.69104281338778,,94.79078311011905,,94.85532094918045,,94.877685546875,,94.88903474570508,,-0.09189746997974169,-0.018379493995948338,-0.07351797598379335,,,,-0.012139034655920922,0.9878609653440791,,,,,,94.90049743652344,,,,,-0.5769960160804722,-3.124798064080532,-0.08956518312146071,-1.988082559450539,-0.07192884256568285,-0.11160406960252235,-0.16214590327302905,False,-0.5769960160804722,False,False,False,False,False
2020-01-06,95.1439971923828,,94.77339815502323,,94.82442254652513,,94.86664158616878,,94.88295904480584,,94.89157168547301,,-0.051527695727770606,-0.02500913434231279,-0.026518561385457814,,,,0.01488557393050649,1.0025658427767699,,,,,,93.74849700927734,94.90049743652344,,,,0.6168204612335413,-3.124798064080532,-0.04326133168196173,-1.988082559450539,-0.07192884256568285,-0.11160406960252235,-0.16214590327302905,False,0.6168204612335413,False,False,False,False,False
2020-01-07,95.34300231933594,,94.87696254853462,,94.87381109631663,,94.88532239923417,,94.89206881261832,,94.89606353257612,,-0.0034366921468915734,-0.02069464590322855,0.017257953756336975,,,,0.0020916204156395946,1.0046628299615448,,,0.004662829961544546,,,95.1439971923828,93.74849700927734,94.90049743652344,,,0.051645484982135885,-3.124798064080532,-0.00013268271924828042,-1.988082559450539,0.04895618054295304,-0.11160406960252235,-0.16214590327302905,False,0.051645484982135885,False,False,False,False,False
2020-01-08,94.59850311279295,,94.82633356021795,,94.847591288362,,94.87407458407961,,94.88625563044356,,94.89310273237928,,-0.025109640949949608,-0.02157764491257276,-0.003531996037376847,,,,-0.007808640261289468,0.996817779338486,,,0.009066877130110118,,,95.34300231933594,95.1439971923828,93.74849700927734,94.90049743652344,,-0.385700139766628,-3.124798064080532,-0.02061495372006324,-1.988082559450539,0.16313219556693254,-0.11160406960252235,-0.16214590327302905,False,-0.385700139766628,False,False,False,False,False
2020-01-09,95.05249786376952,,94.86745434268187,,94.86710620030557,,94.88107157544,,94.88954755585596,,94.89468875358715,,-0.0055876162482348946,-0.018379639179705188,0.012792022931470293,,,,0.0047991747864684076,1.0016016820917908,,,-0.0009616931316042132,,,94.59850311279295,95.34300231933594,95.1439971923828,93.74849700927734,94.90049743652344,0.17125213944233725,-3.124798064080532,-0.004532520445334114,-1.988082559450539,-0.09686097549700745,-0.11160406960252235,-0.16214590327302905,False,0.17125213944233725,False,False,False,False,False
2020-01-10,94.15799713134766,,94.73846212243927,,94.79957200326196,,94.85271571488737,,94.87506140883599,,94.88735848868924,,-0.06158508989452116,-0.027020729322668385,-0.034564360571852776,,,,-0.009410596802031157,0.9921760125053888,,,-0.012428863777745325,,,95.05249786376952,94.59850311279295,95.34300231933594,95.1439971923828,93.74849700927734,-0.45646683036132074,-3.124798064080532,-0.05118805786403779,-1.988082559450539,-0.3941502182920123,-0.11160406960252235,-0.16214590327302905,False,-0.45646683036132074,False,False,False,False,False
2020-01-13,94.56500244140624,,94.70692399861508,,94.77723204498999,,94.84143284141751,,94.86892162730273,,94.88415096583071,,-0.07228826998428417,-0.036074237454991546,-0.036214032529292624,,,,0.00432257824569926,0.9964647709529492,,,-0.00035413532227646094,-0.0035352290470511694,,94.15799713134766,95.05249786376952,94.59850311279295,95.34300231933594,95.1439971923828,0.15019840978029794,-3.124798064080532,-0.05281331566552342,-1.988082559450539,-0.08110988861926738,-0.17194714249126905,-0.16214590327302905,False,0.15019840978029794,False,False,False,False,False
2020-01-14,93.47200012207033,,94.48239238469785,,94.65292424280716,,94.78772959752155,,94.84125981531793,,94.870099713654,,-0.16704122265139176,-0.06226763449427159,-0.10477358815712018,,,,-0.01155821171805238,0.9849474201606944,,,-0.016627629754289885,-0.0029493474138541087,,94.56500244140624,94.15799713134766,95.05249786376952,94.59850311279295,95.34300231933594,-0.5513380683839553,-3.124798064080532,-0.12035823097307322,-1.988082559450539,-0.5030042675042665,-0.16194668774685078,-0.16214590327302905,False,-0.5513380683839553,False,False,False,False,False
2020-01-15,93.10099792480467,94.40829925537109,94.23122975562636,,94.50512173633074,,94.721583257415,,94.80679918382262,,94.85249671077987,,-0.26896987967785435,-0.10360808353098815,-0.1653617961468662,,,,-0.003969126548925228,0.9810380392060392,0.7613284119772297,,-0.011225803848275318,-0.021472707978067662,,93.47200012207033,94.56500244140624,94.15799713134766,95.05249786376952,94.59850311279295,-0.21608899738747103,-3.124798064080532,-0.18004976980858073,-1.988082559450539,-0.36296059126840924,-0.4781232301418126,-0.16214590327302905,False,-0.21608899738747103,False,False,False,False,False
2020-01-16,93.89700317382812,94.30794982910156,94.17046128620849,,94.44720568275906,,94.68924678354885,,94.78878342124847,,94.84298931240225,,-0.28226433606221235,-0.139339334037233,-0.14292500202497935,,,,0.00854991102959346,0.9894258271578976,0.7553551863490158,,-0.007063916357343825,-0.015166284995564494,,93.10099792480467,93.47200012207033,94.56500244140624,94.15799713134766,95.05249786376952,0.3369415226865549,-3.124798064080532,-0.15794502678832903,-1.988082559450539,-0.2550626259413307,-0.3704784533435788,-0.16214590327302905,False,0.3369415226865549,False,False,False,False,False
2020-01-17,93.23600006103516,94.25670013427734,94.00055924526788,,94.33185276640441,,94.6322567159993,,94.75803523589771,,94.82699936960259,,-0.3421931261466966,-0.17991009245912573,-0.16228303368757088,,,,-0.00703966144232826,0.9824606043124104,0.8127372578960693,,-0.002524820916712689,-0.014403008577559051,,93.89700317382812,93.10099792480467,93.47200012207033,94.56500244140624,94.15799713134766,-0.35173037543700075,-3.124798064080532,-0.17701657118789482,-1.988082559450539,-0.13738545097283994,-0.3574500345585548,-0.16214590327302905,False,-0.35173037543700075,False,False,False,False,False
2020-01-21,94.5999984741211,94.20230026245117,94.10954819596846,,94.35739045285362,,94.63099168690604,,94.75490579507044,,94.82474065422467,,-0.2764372549280125,-0.1992155249529031,-0.07722172997510943,,,,0.014629525206926841,0.9968335364880114,0.7634600239568418,,0.016100800020716566,-0.004760520762925657,,93.23600006103516,93.89700317382812,93.10099792480467,93.47200012207033,94.56500244140624,0.605509467247189,-3.124798064080532,-0.09321412377419012,-1.988082559450539,0.3454883908792029,-0.1928617328436722,-0.16214590327302905,False,0.605509467247189,False,False,False,False,False
2020-01-22,94.3730010986328,94.10530014038085,94.15744872372561,,94.35887718102306,,94.62087440893454,,94.74734332583405,,94.82024573327351,47.297250810746505,-0.239876892844876,-0.2073477985312977,-0.03252909431357831,,,,-0.0023995494624705627,0.9944415851113589,0.6565641400246731,,0.005069362266264088,0.0022834381978751317,,94.5999984741211,93.23600006103516,93.89700317382812,93.10099792480467,93.47200012207033,-0.14675267444937767,-0.3130186217697631,-0.04918291232619734,-1.988082559450539,0.05949563136053126,-0.07262790263357825,-0.16214590327302905,False,-0.14675267444937767,False,False,False,False,False
2020-01-23,94.22899627685548,94.0683494567871,94.17045736974922,,94.34650757110234,,94.6055066390491,,94.73707902783447,,94.81436265410518,46.60944278754929,-0.21998665884350999,-0.20987557059374018,-0.010111088249769806,,,,-0.0015259112256779117,0.9929241555333566,0.6357922670617101,,0.010650351958152227,-0.003553176713118056,-0.007075844466643666,94.3730010986328,94.5999984741211,93.23600006103516,93.89700317382812,93.10099792480467,-0.1081595633240444,-0.35390819625308406,-0.02709667931202831,-1.988082559450539,0.20418417317677162,-0.17225349246385724,-0.25020340467306423,False,-0.1081595633240444,False,False,False,False,False
