Date,AAPL,AMZN,GOOGL,MSFT,TSLA
2020-01-03,0.0,0.0,0.0,0.0,0.0
2020-01-06,0.0,0.0,0.0,0.0,0.0
2020-01-07,-0.004702914779917244,0.0,-0.0019315354588120837,-0.009117472818318317,0.0
2020-01-08,0.0,-0.007808640261289357,0.0,0.0,0.0
2020-01-09,0.0,-0.0030469405042795605,0.0,0.0,-0.021945011900097344
2020-01-10,0.0,-0.012428863777745325,0.0,-0.0046271459359977785,-0.028426873407846
2020-01-13,0.0,-0.008160010268230322,0.0,0.0,0.0
2020-01-14,-0.013503197724947347,-0.019623906859981277,-0.006555459923453522,-0.007043039533019435,0.0
2020-01-15,-0.017730593888234836,-0.02351514363919449,-0.0005763123589561658,-0.0006126002635183925,-0.03610201351305786
2020-01-16,-0.005426505686337624,-0.015166284995564272,0.0,0.0,-0.045415656250887615
2020-01-17,0.0,-0.022099180926185902,0.0,0.0,-0.050974099848385857
2020-01-21,-0.006776822915171232,-0.007792956243671156,0.0,-0.0035908088021774365,0.0
2020-01-22,-0.0032313485157871025,-0.01017380612217611,0.0,-0.008378042742776759,0.0
2020-01-23,0.0,-0.011684193022884481,0.0,-0.00227410862781241,0.0
2020-01-24,-0.0028819116060895267,-0.023714394679340778,-0.012473867343951284,-0.012327951592508657,-0.012897603180825445
2020-01-27,-0.03220266374192238,-0.041177668071452955,-0.03567052690766448,-0.02884521206645152,-0.02478159825278614
2020-01-28,-0.004824206950432175,-0.028114321764662886,-0.023028130071309882,-0.009814634606357453,-0.009262574100592835
2020-01-29,0.0,-0.025623283660342278,-0.01885217165017916,0.0,0.0
2020-01-30,-0.0014488991849077593,-0.018973660292820438,-0.020502356263291888,0.0,0.0
2020-01-31,-0.04572345628951435,0.0,-0.0349633639395418,-0.014758690274565,0.0
2020-02-03,-0.048344472400479344,-0.0022501685803328897,-0.0014076136709220144,0.0,0.0
2020-02-04,-0.016926524184932124,0.0,-0.026456548666763058,0.0,0.0
2020-02-05,-0.008910540277023427,-0.004781236737139594,-0.026025517967443124,-0.0012212555727120211,-0.1717583947927872
2020-02-06,0.0,0.0,-0.005873025625879658,0.0,-0.15568279097231885
2020-02-07,-0.013592511844570554,0.0,-0.0037582489868349667,0.0,-0.15668611321131032
2020-02-10,-0.008907757405342887,0.0,0.0,0.0,-0.130521037997943
2020-02-11,-0.014887046022814987,0.0,0.0,-0.022575760957558755,-0.12702637517039972
2020-02-12,0.0,0.0,0.0,-0.021144657233981845,-0.13501902306447777
2020-02-13,-0.007121260385832939,-0.00468981707537619,-0.0034504314831353966,-0.026444145582363632,-0.09363517374007535
2020-02-14,-0.006876505844140124,-0.011634261519820721,0.0,-0.01775339205019877,-0.09811058179853205
2020-02-18,-0.025061460424566362,-0.0020046234130860485,0.0,-0.007790150275650665,-0.03230898867453391
2020-02-19,-0.010941220715200761,0.0,0.0,-0.004814391456727463,0.0
2020-02-20,-0.02108795125536267,-0.00788862691430936,-0.005167589213456725,-0.020012198710148033,-0.019631105097986046
2020-02-21,-0.04324612637935388,-0.034213134812006274,-0.027156387139664395,-0.0509921190425735,-0.017898000358758215
2020-02-24,-0.08869196496046261,-0.07415378203124379,-0.06886489291951992,-0.09190897253575914,-0.0911578040296196
2020-02-25,-0.11956009219472574,-0.0909953866881198,-0.09086012569882251,-0.10689435894946486,-0.1280874611958427
2020-02-26,-0.10559282407391812,-0.08783903595604636,-0.08813858501803318,-0.09573526337850302,-0.15109764339668796
2020-02-27,-0.1640586614293299,-0.13174705827014954,-0.1376642307731366,-0.15944870045207526,-0.2598809486089879
2020-02-28,-0.16454768946998422,-0.13200045504548574,-0.12172831708382104,-0.13909652655858806,-0.2718820144057196
2020-03-02,-0.08676654332410338,-0.09965348483141889,-0.09086012569882251,-0.08181274496183677,-0.18944424638166724
2020-03-03,-0.1157701489317916,-0.12037028834218777,-0.12273175198829411,-0.12581169499354705,-0.18738413015693267
2020-03-04,-0.0747555797830054,-0.08957161179895301,-0.09395539058200919,-0.09371586510402541,-0.1830349959047155
2020-03-05,-0.10476745095552864,-0.11344012559030459,-0.13778870496268925,-0.11645906765837111,-0.21024175273665457
2020-03-06,-0.11665651826851153,-0.12401051160696497,-0.15026186333035596,-0.14143468339238185,-0.23319742262807164
2020-03-09,-0.18652201006206692,-0.17030991325590017,-0.20269264416861021,-0.19962178397352215,-0.33727189966541615
2020-03-10,-0.12793398785290133,-0.12828190658433714,-0.16375162794242426,-0.14488874978327204,-0.2965817039724624
2020-03-11,-0.1582213040933752,-0.16097909026620338,-0.20589951353516023,-0.18362691058881797,-0.308680817080889
2020-03-12,-0.24135087574310266,-0.2274470190513036,-0.27105260220934624,-0.2610504452393416,-0.3889930416346803
2020-03-13,-0.1504585251210615,-0.1775027536861008,-0.20368944313082926,-0.15599463406118497,-0.40417690279769114
2020-03-16,-0.25974936519195946,-0.2216688132270308,-0.2963333804887409,-0.28039296242883816,-0.5148677646136022
2020-03-17,-0.2272005227587569,-0.1669784909448624,-0.26678332854238396,-0.22114290898416222,-0.5310762576064627
2020-03-18,-0.24611853835743325,-0.15676752898911173,-0.28440452020277407,-0.25392980675135024,-0.6062653853820688
2020-03-19,-0.2518948994750573,-0.13329985177273007,-0.2709738758035144,-0.2416544621573079,-0.5338667077983037
2020-03-20,-0.29938877748473713,-0.1493535640143958,-0.2994746445170978,-0.27013676150978505,-0.5339865849821952
2020-03-23,-0.3142727206343374,-0.12320869783728272,-0.30870825652984235,-0.277417118743419,-0.5266180987353889
2020-03-24,-0.2454768273538599,-0.10603537120869877,-0.2589466326464024,-0.21173749468841807,-0.44954324422836844
2020-03-25,-0.24963332517805548,-0.13103742074144042,-0.2775645729967219,-0.21928297485583936,-0.41221029576607704
2020-03-26,-0.21014674016101642,-0.0989439176125807,-0.23736443700012344,-0.1704485016098749,-0.4242985563094688
2020-03-27,-0.24284845797423082,-0.12446668205046652,-0.27189853402986564,-0.20451034874783292,-0.4393407104163911
2020-03-30,-0.22124088436050215,-0.09504565712097668,-0.24825718539324515,-0.14855506728088486,-0.4526715896562825
2020-03-31,-0.22283005712767257,-0.10160261507722068,-0.23800058255529388,-0.16194615169903115,-0.42883299499110406
2020-04-01,-0.2637224895269781,-0.12096468799221294,-0.2772498684625534,-0.191703994487751,-0.47509317613164137
2020-04-02,-0.25143646575211454,-0.11583621568649771,-0.26745883730047026,-0.17496509653182002,-0.5046216334282949
2020-04-03,-0.2621944572909578,-0.12147619230424711,-0.2834143069105193,-0.18256404259177827,-0.4767826834975393
2020-04-06,-0.19783012206844142,-0.07954493201527624,-0.22407148840263502,-0.12177306817758415,-0.43729150912775516
2020-04-07,-0.2071211256938681,-0.07308936089311535,-0.224484676352528,-0.13123186349936955,-0.40545220393142234
2020-04-08,-0.18682766461354428,-0.05862078469472232,-0.2084571162789013,-0.12251700788231512,-0.4017570926502184
2020-04-09,-0.18095971295987812,-0.05873138212191542,-0.20873909355240772,-0.12246371172277015,-0.37542234565594235
2020-04-13,-0.1648838421306268,-0.0006221017392272765,-0.20622085401158274,-0.12049786420732611,-0.29045580523662407
2020-04-14,-0.12270803582844758,0.0,-0.17027013412747438,-0.07697696714809432,-0.22621042899066846
2020-04-15,-0.13071518450826913,0.0,-0.1754706014184626,-0.08664835304258689,-0.2044755479235545
2020-04-16,-0.12380818055496379,0.0,-0.17538538988724606,-0.059228582221164894,-0.18771114164243907
2020-04-17,-0.13569676682521525,-0.013782136130354505,-0.16123992379927365,-0.050939162349012856,-0.17824982554813495
2020-04-20,-0.1536369668639489,-0.00605437200146941,-0.17294582647996315,-0.06975024553998965,-0.18645767038090444
2020-04-21,-0.17979828338939263,-0.03324905333907291,-0.20507313763537416,-0.10822251961328355,-0.2514660318456665
2020-04-22,-0.15617360139471614,-0.018561663391059025,-0.17474270893440091,-0.07793366715852457,-0.20199031053055516
2020-04-23,-0.15944382609073804,-0.0036292523390423215,-0.16637483602435832,-0.08909267786299024,-0.2308538922911606
2020-04-24,-0.13517733688394185,0.0,-0.16281379837614451,-0.07246028735965304,-0.20957681482954305
2020-04-27,-0.13456602778098736,-0.01419786171076054,-0.1665781371643229,-0.07511720275276357,-0.12935184739347527
2020-04-28,-0.14859419591157919,-0.03988846780163968,-0.1916752707690662,-0.09764815420038653,-0.16164895619530473
2020-04-29,-0.12062973881207639,-0.015562923843815524,-0.11980680962296064,-0.057156142386630804,-0.12743343822482922
2020-04-30,-0.10207822967038849,0.0,-0.11684265487158063,-0.04769743193134157,-0.1477403961660252
2020-05-01,-0.11653414099766513,-0.07597409237648911,-0.13610991211699908,-0.07235411937304348,-0.23555186790108096
2020-05-04,-0.10403434183300553,-0.06386821044004631,-0.13245059214221966,-0.04966370377926599,-0.17029277476137394
2020-05-05,-0.09058679227911026,-0.06313660267802246,-0.11532131483755437,-0.03946096875274985,-0.16264084321685934
2020-05-06,-0.08120405380482199,-0.04961191236545415,-0.11767556616904107,-0.030002258297460505,-0.1469773485761553
2020-05-07,-0.07169941910241873,-0.04300320360566312,-0.10203495191002998,-0.024369499218930724,-0.14974600008133132
2020-05-08,-0.04960435678477604,-0.03815277119722771,-0.09215855839986087,-0.01863048728729544,-0.1068212986703232
2020-05-11,-0.0346496041451263,-0.026273242362001237,-0.07953468370736394,-0.0076837276895525,-0.1156831041030425
2020-05-12,-0.045681549519453135,-0.0473119921626316,-0.09816569485303228,-0.030161807310110977,-0.11773230539167856
2020-05-13,-0.057204350896813305,-0.04287787676597021,-0.11577376544578377,-0.04482792596552354,-0.13784304396735803
2020-05-14,-0.05141221157760223,-0.03441794502715778,-0.11017986721479534,-0.04068304629645547,-0.12435960510634336
2020-05-15,-0.057020496364904916,-0.025957951611750962,-0.09955592475525166,-0.02670765605272496,-0.12889404378797864
2020-05-18,-0.03480247952513815,-0.019296632716990558,-0.09160767464819686,-0.01740832487709376,-0.11313243946451634
2020-05-19,-0.04037988136909043,-0.00997168674260318,-0.09867716512949065,-0.02421011993927258,-0.11925833820035459
2020-05-20,-0.021717058939376144,0.0,-0.07588179858567945,-0.010675356543244696,-0.11102872586645185
2020-05-21,-0.02901072504011215,-0.02049693045417067,-0.07746225883251434,-0.022558278459363867,-0.09790498092817534
2020-05-22,-0.022759093703949573,-0.02444415259155197,-0.07320620677777023,-0.022132078915996445,-0.10958988780443546
2020-05-26,-0.029378337895382578,-0.03045710271525004,-0.06787462935497524,-0.032469327338816356,-0.10742080933190779
2020-05-27,-0.02514958745294371,-0.03504889893405816,-0.06858940077139819,-0.03119072870871442,-0.10593837389656147
2020-05-28,-0.024720785962250025,-0.0387679667694939,-0.06992724694764252,-0.03337527718458422,-0.12165631847563041
2020-05-29,-0.025670556730957417,-0.022246357777710002,-0.05990667251031767,-0.023517524464676587,-0.08983884315149426
2020-06-01,-0.013688167128099504,-0.010768883051831102,-0.05902147803146185,-0.025755369100091463,-0.021059028223903264
2020-06-02,-0.009122301939555322,-0.010220457530313753,-0.05414225067231648,-0.014671804710650438,-0.03908782070265149
2020-06-03,-0.00366718115790321,-0.00782248556855325,-0.05614901993668309,-0.012273816997112386,-0.037561850265038665
2020-06-04,-0.012247732773451703,-0.014948352218930427,-0.07251114209895049,-0.02527604313017129,-0.05781429589680631
2020-06-05,0.0,-0.005980941327387579,-0.055644085057899084,-0.002469105837261454,-0.034618809266542594
2020-06-08,0.0,0.0,-0.0503845980986819,0.0,0.0
2020-06-09,0.0,0.0,-0.047735248426050036,0.0,-0.009737634144336038
2020-06-10,0.0,0.0,-0.039459122444898354,0.0,0.0
2020-06-11,-0.04801036184233942,-0.03380230045218746,-0.08064288606378722,-0.0536986075708481,-0.0509341048991272
2020-06-12,-0.039791428506348536,-0.03869004666655296,-0.0734160433154093,-0.046230369609936095,-0.08757624184104007
2020-06-15,-0.027916452529992197,-0.028242232654045574,-0.06828776703257844,-0.04013428474891356,-0.03331552980096952
2020-06-16,-0.0021539420841558687,-0.012155043985335623,-0.051414174593852446,-0.0166126079825184,-0.041871161671555135
2020-06-17,-0.0035426866334581364,-0.002443873107182748,-0.04743341359807107,-0.013208804175734223,-0.0324472726655638
2020-06-18,-0.00314585163282477,0.0,-0.05951314102573757,-0.0026419550192050556,-0.020574690879470503
2020-06-19,-0.008842658303354067,0.0,-0.06573011401654771,-0.008585767214740692,-0.023559834159202597
2020-06-22,0.0,0.0,-0.048666391777785756,0.0,-0.02997904214614122
2020-06-23,0.0,0.0,-0.03993117924615064,0.0,-0.02270140171556967
2020-06-24,-0.017651836759760564,-0.010855867894827953,-0.060444384922053174,-0.020157603713025662,-0.0626311819640093
2020-06-25,-0.004610368369512008,-0.0035559185328034593,-0.05493574849457106,-0.007775829569717674,-0.03811522666457057
2020-06-26,-0.035194893973775954,-0.025879019285815708,-0.10645489162953303,-0.02763598295501546,-0.06371401929926712
2020-06-29,-0.012959326985233166,-0.030397136630575305,-0.08374478688922826,-0.017185861178646178,-0.015316359540847313
2020-06-30,-0.0047199187939277465,-0.002022207186485825,-0.07005182168177515,0.0,0.0
2020-07-01,-0.0066022332012475315,0.0,-0.05434555181228096,0.0,0.0
2020-07-02,-0.0066022332012475315,0.0,-0.03602934574536065,0.0,0.0
2020-07-06,0.0,0.0,-0.01653908062237519,0.0,0.0
2020-07-07,-0.003102915606993606,-0.018619371729473477,-0.022919941277943945,-0.011627959712355529,0.0
2020-07-08,0.0,0.0,-0.013948750617972294,0.0,-0.01725350030984496
2020-07-09,0.0,0.0,-0.004072457652382844,0.0,0.0
2020-07-10,0.0,0.0,0.0,-0.0030330770818166597,0.0
2020-07-13,-0.0046134325330700054,-0.030000019073486373,-0.017400763991864965,-0.03382777136680426,-0.030809585105470272
2020-07-14,0.0,-0.03625001907348635,-0.011793308770166266,-0.027855471974690516,-0.018029972976933872
2020-07-15,0.0,-0.05972814559936512,-0.014379464568121336,-0.029302009569620036,0.0
2020-07-16,-0.012304955231782322,-0.06253128051757806,-0.015652917170789316,-0.04852574069286553,-0.029346504366899673
2020-07-17,-0.014300257869815924,-0.07438440322875961,-0.014398890622844163,-0.053378247882267305,-0.029217111457261025
2020-07-20,0.0,-0.0009875297546385609,0.0,-0.012691424163301268,0.0
2020-07-21,-0.013801734159996304,-0.019284343719482178,-0.005064599402138215,-0.02598944888076904,-0.045429074387502544
2020-07-22,-0.011031189297078692,-0.03127813339233387,0.0,-0.01199141470351317,-0.030839912060895536
2020-07-23,-0.056045521201171455,-0.06670312881469709,-0.03073774587512168,-0.054964564436205454,-0.0790809732534925
2020-07-24,-0.05838412599084675,-0.05971565246582011,-0.03619509486211103,-0.06075034326100848,-0.13755324759017573
2020-07-27,-0.036067434998125925,-0.04524688720703107,-0.02263475686917993,-0.04885226315213398,-0.06293365916373972
2020-07-28,-0.051902311801044765,-0.062396907806396285,-0.03910918852147105,-0.0573908180309064,-0.10134506040467495
2020-07-29,-0.0337289100052498,-0.05202188491821269,-0.026417895707524286,-0.04787247284137963,-0.08757760198284381
2020-07-30,-0.022036923415261533,-0.04628753662109364,-0.0169216910933353,-0.04861885235455499,-0.09465002288470081
2020-07-31,0.0,-0.01103754043579086,-0.04914210446491318,-0.04343989701686768,-0.1291783037571238
