Date,close,sma_10,ema_10,sma_20,ema_20,sma_50,ema_50,sma_100,ema_100,sma_200,ema_200,rsi,macd,macd_signal,macd_hist,bb_sma,bb_upper,bb_lower,daily_return,cumulative_return,volatility_10,volatility_20,lag_1,lag_2,lag_3,lag_4,lag_5
2020-01-02,94.90049743652344,,94.90049743652344,,94.90049743652344,,94.90049743652344,,94.90049743652344,,94.90049743652344,,0.0,0.0,0.0,,,,,,,,,,,,
2020-01-03,93.74849700927734,,94.69104281338778,,94.79078311011905,,94.85532094918045,,94.877685546875,,94.88903474570508,,-0.09189746997974169,-0.018379493995948338,-0.07351797598379335,,,,-0.012139034655920922,0.9878609653440791,,,94.90049743652344,,,,
2020-01-06,95.1439971923828,,94.77339815502323,,94.82442254652513,,94.86664158616878,,94.88295904480584,,94.89157168547301,,-0.051527695727770606,-0.02500913434231279,-0.026518561385457814,,,,0.01488557393050649,1.0025658427767699,,,93.74849700927734,94.90049743652344,,,
2020-01-07,95.34300231933594,,94.87696254853462,,94.87381109631663,,94.88532239923417,,94.89206881261832,,94.89606353257612,,-0.0034366921468915734,-0.02069464590322855,0.017257953756336975,,,,0.0020916204156395946,1.0046628299615448,,,95.1439971923828,93.74849700927734,94.90049743652344,,
2020-01-08,94.59850311279295,,94.82633356021795,,94.847591288362,,94.87407458407961,,94.88625563044356,,94.89310273237928,,-0.025109640949949608,-0.02157764491257276,-0.003531996037376847,,,,-0.007808640261289468,0.996817779338486,,,95.34300231933594,95.1439971923828,93.74849700927734,94.90049743652344,
2020-01-09,95.05249786376952,,94.86745434268187,,94.86710620030557,,94.88107157544,,94.88954755585596,,94.89468875358715,,-0.0055876162482348946,-0.018379639179705188,0.012792022931470293,,,,0.0047991747864684076,1.0016016820917908,,,94.59850311279295,95.34300231933594,95.1439971923828,93.74849700927734,94.90049743652344
2020-01-10,94.15799713134766,,94.73846212243927,,94.79957200326196,,94.85271571488737,,94.87506140883599,,94.88735848868924,,-0.06158508989452116,-0.027020729322668385,-0.034564360571852776,,,,-0.009410596802031157,0.9921760125053888,,,95.05249786376952,94.59850311279295,95.34300231933594,95.1439971923828,93.74849700927734
2020-01-13,94.56500244140624,,94.70692399861508,,94.77723204498999,,94.84143284141751,,94.86892162730273,,94.88415096583071,,-0.07228826998428417,-0.036074237454991546,-0.036214032529292624,,,,0.00432257824569926,0.9964647709529492,,,94.15799713134766,95.05249786376952,94.59850311279295,95.34300231933594,95.1439971923828
2020-01-14,93.47200012207033,,94.48239238469785,,94.65292424280716,,94.78772959752155,,94.84125981531793,,94.870099713654,,-0.16704122265139176,-0.06226763449427159,-0.10477358815712018,,,,-0.01155821171805238,0.9849474201606944,,,94.56500244140624,94.15799713134766,95.05249786376952,94.59850311279295,95.34300231933594
2020-01-15,93.10099792480467,94.40829925537109,94.23122975562636,,94.50512173633074,,94.721583257415,,94.80679918382262,,94.85249671077987,,-0.26896987967785435,-0.10360808353098815,-0.1653617961468662,,,,-0.003969126548925228,0.9810380392060392,0.7613284119772297,,93.47200012207033,94.56500244140624,94.15799713134766,95.05249786376952,94.59850311279295
2020-01-16,93.89700317382812,94.30794982910156,94.17046128620849,,94.44720568275906,,94.68924678354885,,94.78878342124847,,94.84298931240225,,-0.28226433606221235,-0.139339334037233,-0.14292500202497935,,,,0.00854991102959346,0.9894258271578976,0.7553551863490158,,93.10099792480467,93.47200012207033,94.56500244140624,94.15799713134766,95.05249786376952
2020-01-17,93.23600006103516,94.25670013427734,94.00055924526788,,94.33185276640441,,94.6322567159993,,94.75803523589771,,94.82699936960259,,-0.3421931261466966,-0.17991009245912573,-0.16228303368757088,,,,-0.00703966144232826,0.9824606043124104,0.8127372578960693,,93.89700317382812,93.10099792480467,93.47200012207033,94.56500244140624,94.15799713134766
2020-01-21,94.5999984741211,94.20230026245117,94.10954819596846,,94.35739045285362,,94.63099168690604,,94.75490579507044,,94.82474065422467,,-0.2764372549280125,-0.1992155249529031,-0.07722172997510943,,,,0.014629525206926841,0.9968335364880114,0.7634600239568418,,93.23600006103516,93.89700317382812,93.10099792480467,93.47200012207033,94.56500244140624
2020-01-22,94.3730010986328,94.10530014038085,94.15744872372561,,94.35887718102306,,94.62087440893454,,94.74734332583405,,94.82024573327351,47.297250810746505,-0.239876892844876,-0.2073477985312977,-0.03252909431357831,,,,-0.0023995494624705627,0.9944415851113589,0.6565641400246731,,94.5999984741211,93.23600006103516,93.89700317382812,93.10099792480467,93.47200012207033
2020-01-23,94.22899627685548,94.0683494567871,94.17045736974922,,94.34650757110234,,94.6055066390491,,94.73707902783447,,94.81436265410518,46.60944278754929,-0.21998665884350999,-0.20987557059374018,-0.010111088249769806,,,,-0.0015259112256779117,0.9929241555333566,0.6357922670617101,,94.3730010986328,94.5999984741211,93.23600006103516,93.89700317382812,93.10099792480467
2020-01-24,93.08200073242188,93.87129974365234,93.97255616296242,,94.22607834837086,,94.54576130937744,,94.70430520020254,,94.79712522204863,46.633011816197964,-0.2933943917734041,-0.22657933482967296,-0.06681505694373113,,,,-0.012172426638861866,0.9808378590921729,0.601307472312095,,94.22899627685548,94.3730010986328,94.5999984741211,93.23600006103516,93.89700317382812
2020-01-27,91.41699981689452,93.59720001220703,93.50790955458643,,93.95854705965883,,94.42306478026046,,94.63921004409742,,94.76349213344014,31.67113283621407,-0.4803846328656931,-0.277340394436877,-0.20304423842881608,,,,-0.01788746376771222,0.9632931574256612,0.9686314628217325,,93.08200073242188,94.22899627685548,94.3730010986328,94.5999984741211,93.23600006103516
2020-01-28,92.6624984741211,93.40694961547851,93.35419844904727,,93.83511386103619,,94.35402296433342,,94.60006724073156,,94.74258672389468,38.047880732927545,-0.5220564715169047,-0.3262836098528826,-0.19577286166402214,,,,0.01362436592451366,0.9764174158950086,0.9439453542149769,,91.41699981689452,93.08200073242188,94.22899627685548,94.3730010986328,94.5999984741211
2020-01-29,92.9000015258789,93.34974975585936,93.27161719028939,,93.74605554340216,,94.29700251576658,,94.56640257311072,,94.7242525428199,42.06790448962614,-0.5298098740633321,-0.3669888626949725,-0.16282101136835964,,,,0.0025630978623367717,0.9789200692864375,0.956808470525999,,92.6624984741211,91.41699981689452,93.08200073242188,94.22899627685548,94.3730010986328
2020-01-30,93.53399658203124,93.39304962158204,93.31932253424245,93.90067443847656,93.72585945184302,,94.26708071444362,,94.54595889011905,,94.71240919992648,43.02576814208535,-0.47927165364096425,-0.3894454208841709,-0.08982623275679336,93.90067443847656,95.87753587076423,91.92381300618888,0.006824489189870775,0.9856006987170304,0.9540942580512936,0.9884307161438409,92.9000015258789,92.6624984741211,91.41699981689452,93.08200073242188,94.22899627685548
2020-01-31,100.43599700927734,94.04694900512695,94.61326334788515,94.17744941711426,94.36492017159867,,94.50899900051553,,94.66259330832021,,94.76936032240759,68.5805470904995,0.11637253209580933,-0.28828183028817483,0.40465436238398417,94.17744941711426,97.69407512135533,90.6608237128732,0.07379135586484753,1.0583295106167012,2.4327843527812645,1.758312852120535,93.53399658203124,92.9000015258789,92.6624984741211,91.41699981689452,93.08200073242188
2020-02-03,100.20999908447266,94.74434890747071,95.63085166362833,94.50052452087402,94.92159435377714,,94.73256763125895,,94.77244292764996,,94.82349603148288,66.88803605575988,0.5636908200009287,-0.11788730023035413,0.6815781202312828,94.50052452087402,98.92204420485699,90.07900483689106,-0.0022501685803328897,1.0559480908042724,3.0863109805315156,2.210759841991485,100.43599700927734,93.53399658203124,92.9000015258789,92.6624984741211,91.41699981689452
2020-02-04,102.4834976196289,95.53269882202149,96.87678729199207,94.86749954223633,95.6417756171916,,95.03652567001855,,94.92513707996638,,94.89971495275796,75.18092282686867,1.0890917455800633,0.12350850893172936,0.9655832366483339,94.86749954223633,100.55186612900506,89.1831329554676,0.022687342140775613,1.0799047464232479,3.9354015618981544,2.842183293384363,100.20999908447266,100.43599700927734,93.53399658203124,92.9000015258789,92.6624984741211
2020-02-05,101.99349975585938,96.29474868774415,97.80709864905884,95.2000244140625,96.24670172563614,,95.30934818318877,,95.06510465770683,,94.97029987617191,74.684256315509,1.449231196766391,0.38865304649866167,1.0605781502677292,95.2000244140625,101.71841026424829,88.6816385638767,-0.004781236737139594,1.0747414661770376,4.396669433902112,3.2591929250928993,102.4834976196289,100.20999908447266,100.43599700927734,93.53399658203124,92.9000015258789
2020-02-06,102.5114974975586,97.12299880981445,98.66244389424061,95.59567413330078,96.84334894200971,,95.59178541120328,,95.21255798126825,,95.04533666842451,74.28740436094718,1.7561980373839106,0.6621620446757115,1.094035992708199,95.59567413330078,102.87635467848229,88.31499358811926,0.0050787328892443195,1.0801997910087455,4.731654269013042,3.6403402725907577,101.99349975585938,102.4834976196289,100.20999908447266,100.43599700927734,93.53399658203124
2020-02-07,103.96399688720705,98.21119842529296,99.6263626202345,96.04124908447265,97.52150588917137,,95.92010742987009,,95.38585380118782,,95.13407955617359,78.95391637887222,2.0925543676700613,0.9482405092745815,1.14431385839548,96.04124908447265,104.21762729717145,87.86487087177386,0.014169136390608683,1.0955052891766555,4.94553417287137,4.0881891063493985,102.5114974975586,101.99349975585938,102.4834976196289,100.20999908447266,100.43599700927734
2020-02-10,106.69550323486328,99.73904876708984,100.91166091380336,96.66812438964844,98.3952199220944,,96.34267197124237,,95.60980725532,,95.2491185977526,80.40065503858128,2.5501325759104674,1.2686189226017588,1.2815136533087086,96.66812438964844,106.06755946599421,87.26868931330267,0.026273579599096264,1.1242881345930693,4.973304300601055,4.699717538172885,103.96399688720705,102.5114974975586,101.99349975585938,102.4834976196289,100.20999908447266
2020-02-11,107.54000091552734,101.22679901123047,102.11681364138953,97.31687431335449,99.26615144527848,,96.78178291023394,,95.84604871393798,,95.37141593424788,82.09742015468584,2.9469400175659217,1.6042831415945915,1.3426568759713302,97.31687431335449,107.83019019899201,86.80355842771696,0.007915025985726132,1.133186904393817,4.844780507369448,5.256657942818765,106.69550323486328,103.96399688720705,102.5114974975586,101.99349975585938,102.4834976196289
2020-02-12,108.0,102.73679885864257,103.18648388840961,98.04327430725098,100.09794654572815,,97.22171299218556,,96.08672101663227,,95.49707348714094,83.06047801423885,3.2609407604440577,1.9356146653644848,1.3253260950795729,98.04327430725098,109.41090684043736,86.6756417740646,0.004277469597884664,1.1380340769260826,4.28157270380416,5.683816266593191,107.54000091552734,106.69550323486328,103.96399688720705,102.5114974975586,101.99349975585938
