Date,close,sma_10,ema_10,sma_20,ema_20,sma_50,ema_50,sma_100,ema_100,sma_200,ema_200,rsi,macd,macd_signal,macd_hist,bb_sma,bb_upper,bb_lower,daily_return,cumulative_return,volatility_10,volatility_20,momentum_3,momentum_7,momentum_14,lag_1,lag_2,lag_3,lag_4,lag_5
2020-01-02,28.68400001525879,,28.68400001525879,,28.68400001525879,,28.68400001525879,,28.68400001525879,,28.68400001525879,,0.0,0.0,0.0,,,,,,,,,,,,,,,
2020-01-03,29.534000396728516,,28.838545539162375,,28.76495243254162,,28.71733336355172,,28.70083170598096,,28.692457730497296,,0.06780629823690276,0.013561259647380553,0.05424503858952221,,,,0.02963325829792085,1.0296332582979209,,,,,,28.68400001525879,,,,
2020-01-06,30.1026668548584,,29.06838577837983,,28.8923538060956,,28.771660167132374,,28.72859081783992,,28.70648966208298,,0.16552187558686526,0.0439533828352775,0.12156849275158776,,,,0.01925463704513497,1.049458472976047,,,,,,29.534000396728516,28.68400001525879,,,
2020-01-07,31.270666122436523,,29.468800386390136,,29.11885974098521,,28.869660400673713,,28.778928942683415,,28.73200385571834,,0.33336710567541417,0.10183612740330483,0.23153097827210933,,,,0.03880052465815398,1.0901780123344627,,,0.09017801233446265,,,30.1026668548584,29.534000396728516,28.68400001525879,,
2020-01-08,32.80933380126953,,30.076170098186388,,29.470333461012288,,29.02415739677551,,28.85873893988314,,28.772574302937755,,0.5838134443049654,0.19823159078363695,0.38558185352132845,,,,0.04920482578812169,1.1438200315094207,,,0.11090043206283107,,,31.270666122436523,30.1026668548584,29.534000396728516,28.68400001525879,
2020-01-09,32.089332580566406,,30.4421996404373,,29.71976194858887,,29.14436034515947,,28.922711091183796,,28.80557687286441,,0.7159429462030289,0.30177386186751537,0.4141690843355135,,,,-0.021945011900097344,1.1187188873063767,,,0.06599633631421509,,,32.80933380126953,31.270666122436523,30.1026668548584,29.534000396728516,28.68400001525879
2020-01-10,31.87666702270508,,30.703011891758713,,29.92518147945708,,29.251509626631847,,28.981205268045603,,28.8361349838081,,0.7943395434025646,0.40028699817452523,0.3940525452280394,,,,-0.006627297633174156,1.111304804272344,,,0.019379213026541775,,,32.089332580566406,32.80933380126953,31.270666122436523,30.1026668548584,29.534000396728516
2020-01-13,34.990665435791016,,31.48258526340095,,30.407608522917457,,29.476574560324366,,29.100204479288085,,28.897374092783057,,1.0951192061452097,0.5392534397686621,0.5558657663765476,,,,0.0976889588509331,1.2198670135677492,,,0.06648509377648737,0.2198670135677494,,31.87666702270508,32.089332580566406,32.80933380126953,31.270666122436523,30.1026668548584
2020-01-14,35.861331939697266,,32.27872102272755,,30.92701075308696,,29.726957202652716,,29.234088191375395,,28.966667205687678,,1.3877476749173496,0.7089522867983997,0.6787953881189499,,,,0.024882822120200876,1.2502207474766562,,,0.11754683116766396,0.2142388927329204,,34.990665435791016,31.87666702270508,32.089332580566406,32.80933380126953,31.270666122436523
2020-01-15,34.56666564941406,32.17853298187256,32.69471095485237,,31.27364455273716,,29.916749690761005,,29.339683784603885,,29.022388583237195,,1.4979219828510821,0.8667462260089362,0.6311757568421459,,,,-0.03610201351305786,1.2050852611569487,2.4039324228565895,,0.08438770040772936,0.1482924691051153,,35.861331939697266,34.990665435791016,31.87666702270508,32.089332580566406,32.80933380126953
2020-01-16,34.232666015625,32.73339958190918,32.974339147720116,,31.55545612063124,,30.086001311343907,,29.436574521851828,,29.074232139778367,,1.540526703660987,1.0015023215393464,0.5390243821216407,,,,-0.009662477636014799,1.1934411517715287,2.1327851449374036,,-0.021662903826649704,0.09472135584164154,,34.56666564941406,35.861331939697266,34.990665435791016,31.87666702270508,32.089332580566406
2020-01-17,34.03333282470703,33.18333282470703,33.16688345262683,,31.791444378162268,,30.240798625593442,,29.52759943874005,,29.123576425200543,,1.5404493875993914,1.1092917347513556,0.43115765284803587,,,,-0.005822894156913949,1.1864918702622576,1.836912395238914,,-0.050974099848385745,0.03730642721523769,,34.232666015625,34.56666564941406,35.861331939697266,34.990665435791016,31.87666702270508
2020-01-21,36.47999954223633,33.82106609344483,33.769268196192186,,32.23797344140742,,30.485473171344143,,29.665270727918195,,29.19677466517105,,1.7180095261278296,1.2310352930266504,0.48697423310117927,,,,0.07189030619278935,1.2717891341106666,1.7536848740793813,,0.05535199467104812,0.1368263721486358,,34.03333282470703,34.232666015625,34.56666564941406,35.861331939697266,34.990665435791016
2020-01-22,37.97066879272461,34.49106636047363,34.53315921374353,,32.78394442724715,,30.779010254535535,,29.829734055934164,,29.284077094300937,81.35693011682511,1.9564589250009945,1.3761200194215193,0.5803389055794752,,,,0.04086264444061727,1.3237578013012714,1.9409148676086143,,0.1091940305027208,0.19117437107458257,,36.47999954223633,34.03333282470703,34.232666015625,34.56666564941406,35.861331939697266
2020-01-23,38.14666748046875,35.02479972839355,35.190160716784476,,33.2946799561254,,31.06793798888586,,29.994425806915046,,29.37226207326778,81.57590742586717,2.1350222077558527,1.527900457088386,0.6071217506674667,,,,0.004635122144013071,1.329893580399393,2.1496986036095693,,0.12086194076107581,0.09019554230739324,0.32989358039939276,37.97066879272461,36.47999954223633,34.03333282470703,34.232666015625,34.56666564941406
2020-01-24,37.654666900634766,35.58133316040039,35.6382527502118,,33.70991680798343,,31.326241083464247,,30.14611374936494,,29.454674061599793,77.76106525672921,2.211343568699469,1.6645890794106029,0.5467544892888663,,,,-0.012897603180825445,1.3127411407266745,2.021901638872969,,0.03220031176366689,0.05000748337939842,0.274959923979881,38.14666748046875,37.97066879272461,36.47999954223633,34.03333282470703,34.232666015625
2020-01-27,37.20133209228515,36.1137996673584,35.922448994225135,,34.0424325493455,,31.55663680930036,,30.28582104328415,,29.531755236034474,74.46016039656301,2.2097755497561806,1.7736263734797184,0.4361491762764622,,,,-0.012039272835579706,1.296936691970976,1.5936476563286284,,-0.020261341843598735,0.0762198607639133,0.23581516121655732,37.654666900634766,38.14666748046875,37.97066879272461,36.47999954223633,34.03333282470703
2020-01-28,37.793331146240234,36.39406623840332,36.2626093855006,,34.399660987145,,31.801213057807807,,30.43448460967932,,29.61395997145941,73.40445146232865,2.230589413295533,1.8650189814428815,0.3655704318526516,,,,0.01591338322204483,1.3175753425650412,1.620401790046712,,-0.009262574100592835,0.10401366720868377,0.20858733863439305,37.20133209228515,37.654666900634766,38.14666748046875,37.97066879272461,36.47999954223633
