Date,close,sma_10,ema_10,sma_20,ema_20,sma_50,ema_50,sma_100,ema_100,sma_200,ema_200,rsi,macd,macd_signal,macd_hist,bb_sma,bb_upper,bb_lower,daily_return,cumulative_return,volatility_10,volatility_20,lag_1,lag_2,lag_3,lag_4,lag_5,zscore_return,is_anomaly_return,is_anomaly_rsi,is_anomaly_volatility,is_anomaly,ticker,momentum_3,momentum_7,momentum_14
2020-01-02,72.62084197998047,,72.62084197998047,,72.62084197998047,,72.62084197998047,,72.62084197998047,,72.62084197998047,,0.0,0.0,0.0,,,,,,,,,,,,,-0.0592367872924893,False,False,False,False,AAPL,,,
2020-01-03,71.91481018066406,,72.49247256192294,,72.55360085623605,,72.59315445843865,,72.60686115227124,,72.61381678794747,,-0.0563216250166931,-0.0112643250033386,-0.0450573000133545,,,,-0.0097221648781081,0.9902778351218918,,,72.62084197998047,,,,,-0.5468122733912112,False,False,False,False,AAPL,,,
2020-01-06,72.48784637451172,,72.49163143693907,,72.54733852464325,,72.5890247296572,,72.60450442399878,,72.61256335099786,,-0.0540941234548313,-0.0198302846936371,-0.0342638387611941,,,,0.0079682640113778,0.9981686303567588,,,71.91481018066406,72.62084197998047,,,,0.3403789616091594,False,False,False,False,AAPL,,,
2020-01-07,72.14694213867188,,72.42896065543594,,72.50920553550311,,72.5716881574617,,72.59544378468537,,72.60793030410905,,-0.0789271125721597,-0.0316496502693416,-0.047277462302818,,,,-0.0047029157698871,0.9934743273640472,,,72.48784637451172,71.91481018066406,72.62084197998047,,,-0.2950923268079083,False,False,False,False,AAPL,-0.006525672635952606,,
2020-01-08,73.30751037597656,,72.5886969682615,,72.58523456792916,,72.60054393073679,,72.6095441132258,,72.61489129984902,,-0.00490276189538,-0.0263002725945493,0.0213975106991692,,,,0.0160861736187514,1.0094555278797976,,,72.14694213867188,72.48784637451172,71.91481018066406,72.62084197998047,,0.7474995744094287,False,False,False,False,AAPL,0.01936597193003453,,
2020-01-09,74.86460876464844,,73.00249911305912,,72.80231782475957,,72.68933078696863,,72.65419885879852,,72.63727654825499,,0.1773623730519347,0.0144322565347474,0.1629301165171872,,,,0.0212406393381237,1.0308970086753677,,,73.30751037597656,72.14694213867188,72.48784637451172,71.91481018066406,72.62084197998047,1.0060007580667023,False,False,False,False,AAPL,0.03278842604672061,,
2020-01-10,75.03385162353516,,73.37183593314566,,73.01484485321438,,72.78127278055948,,72.701320695724,,72.66112306641698,,0.3316423236705503,0.077874269961908,0.2537680537086423,,,,0.0022606524188053,1.033227508491569,,,74.86460876464844,73.30751037597656,72.14694213867188,72.48784637451172,71.91481018066406,0.0541370050488883,False,False,False,False,AAPL,0.040014301358946236,,
2020-01-13,76.63693237304688,,73.96548983130951,,73.35980556938891,,72.93247511751977,,72.77925360022543,,72.70068335802524,,0.5766186145872609,0.1776231388869786,0.3989954757002823,,,,0.0213647668995429,1.0553021733646868,,,75.03385162353516,74.86460876464844,73.30751037597656,72.14694213867188,72.48784637451172,1.0122258691254031,False,False,False,False,AAPL,0.04541720186641873,0.05530217336468679,
2020-01-14,75.60208129882812,,74.26305191631289,,73.57335563885931,,73.03716555600245,,72.83515117841559,,72.72955298927702,,0.6794282312984166,0.2779841573692662,0.4014440739291503,,,,-0.0135032945888463,1.0410521172374936,,,76.63693237304688,75.03385162353516,74.86460876464844,73.30751037597656,72.14694213867188,-0.7364393965504547,False,False,False,False,AAPL,0.00985074985829515,0.05127276438470618,
2020-01-15,75.278076171875,73.98935012817383,74.44760178096054,,73.735709975337,,73.12504440368373,,72.88352593076132,,72.75491142890486,,0.7263877415995239,0.3676648742153178,0.3587228673842061,,,,-0.0042856641164737,1.03659051753527,1.6805715349785026,,75.60208129882812,76.63693237304688,75.03385162353516,74.86460876464844,73.30751037597656,-0.2741667736734826,False,False,False,False,AAPL,0.003254858214732037,0.03849238095649077,
